reviews,rating
"Looks good, works great and light enough to carry in your pocket. would be much better if it would a compaters (nook) APP.",4
"If you don't mind the slow performance, it is a good tablet for the price.",3
My 10 year old granddaughter loves to read. She can now download books from the local library as wall as other websites. This is a wonderful tool for a child that loves to read,5
I bought this tablet for my son. i really liked the price compared to other brands.,5
And now I say cheap but not in the pejorative sense. Good price and with great functionality. Many uses. Reading. Surfing the web. Games. Love it all.,5
Excellent for what I or family want to use it for and the price IS nice!,5
I love it. Good Camera and perfect for surfing the web.,5
This device is user friendly. It is easily transported. There are many wonderful apps to choose from. The price is fabulous!A great gift for Santa to bring!!!!!,4
It's a really good tablet for the price. I was amazed! If you're on with the amazon app store(aka underground) then you'll love this tablet.,4
"I would say this is great for kids, but the apps are very limited. There are only a few good free apps in the kindle store. The battery life is very poor. The volume is either loud or it can't be heard. It's hard to find a good middle ground. Overall it's still a good tablet for the price.",3
This tablet replaces a tablet I've had for several years and I am very pleased with its flexibility and size. I'll expand it with apps as yet unknown. I expect it to fit in with my home network.,5
We bought this for our 6 yr old kid. It is easy to use and the battery lasts for several hours.,5
awesome tablet the best i ever bought for $50 great screen great angles and fast even two months in and alot of apps bought it for my little sister and two months later still going strong,5
This is the best tablet that has ever come on the market for $49!,5
I bought this to test before I bought more as Christmas gifts for my grand kids. Seems to work fine,4
Good tablet. I had to re-purchase apps through Amazon because Google play is not compatible,4
"For wife, she likes it. Good to read and play games on",4
"After our Insignia tablet died, I purchased two of these so my daughter and I didn't have to share. We both love it! Easy for her (9) to use for games, music, movies. Good battery life and fairly quick charging. Great value.",5
For the price & quality this produce is great for gifts or for the person that likes to read on the go.,4
"This tablet is easy to use but if you need to use play store, so I don't recommended because it doesn't have",2
"The 7"" Amazon Fire tablet starts up and loads application real fast and works wonderful. The battery life is not as long as my 7"" Fire HDX.",4
"what an amazing find! I was looking for a gift for my relative, somthing thoughtful, yet not too expensive. And here it was: Perfect size, and light, access to the internet, working great for a friendly price. Just today I received another text from my relative how happy she was with it!",5
